access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_network_ids,federal_agency
public,24 hours daily,,,2020-01-27,,ELEC,Public,126637,,,E,"Target 0961 - Cary, NC",833-632-2778,2020-01-27T11:03:23Z,,GPS,35.758507,-78.738918,Cary,,,NC,2021 Walnut Street,20013,US,"['CHADEMO', 'J1772', 'J1772COMBO']",3.0,,1.0,Electrify America,https://www.electrifyamerica.com/,,,,"{'station': ['117'], 'posts': ['200131-01', '200131-02', '200131-03', '200131-50']}",
public,6am-12am daily,,,2019-08-08,,ELEC,Public,131995,2019-06-01,P,E,Ingles Market,828-645-2902,2020-01-21T18:34:38Z,GROCERY,200-9,35.702679,-82.566669,Weaverville,,,NC,140 Weaver Blvd,28787,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,137139,,,E,Carolina Premium Outlets,833-632-2778,2020-01-27T11:03:23Z,,GPS,35.508114,-78.315052,Smithfield,,,NC,1025 Outlet Center Drive,27577,US,"['CHADEMO', 'J1772COMBO']",4.0,,,Electrify America,https://www.electrifyamerica.com/,,,,"{'station': ['336'], 'posts': ['100265-01', '100265-02', '100265-03', '100265-04']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143144,,,E,ENERGY UNITED,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.8035862,-80.2925331,Lexington,LEXINGTON; Turn left into energy united charger is on the left side first two parking spaces.,,NC,1900 Odell Owen Rd,27295,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1866481'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143164,,,E,FBHDCHARGING,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.078682,-78.95002,Fayetteville,DCFAST HOG,,NC,3950 Sycamore Dairy Rd,28303,US,['J1772COMBO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1862611'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143174,,,E,SPEEDWAY HD,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.364433,-80.71057,Concord,DCFAST HOG; Near Front Of Showroom,,NC,10049 Weddington Rd,28027,US,['J1772COMBO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $0.1 per hour for the first 1 hour, and $0.2 per additional hour",,"{'posts': ['1:1860981'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143180,,,E,NORTH HILLS,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.836906,-78.63726,Raleigh,201 PARK; Turn right at entrance of parking garage. Charger is on the right on first level,,NC,201 Park at N Hills St,27609,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1858481'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143211,,,E,ENERGY UNITED,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.809261,-80.8108757,Statesville,STATESVILLE; Turn into United energy charger isn’t to the left as soon as pull in,,NC,567 Mocksville Hwy,28625,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1854531'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143294,,,E,WHOLE FOODS MKT,888-758-4389,2020-01-27T10:14:46Z,,200-9,35.444043,-80.871661,Huntersville,"HUNTERSVILLE 1
HUNTERSVILLE 2",,NC,9129 Sam Furr Rd,28078,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1833171', '1:1839211'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143311,,,E,RIDING HIGH H-D,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.062581,-79.959277,High Point,DCFAST HOG,,NC,3036 NC Hwy 68,27265,US,['J1772COMBO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1835141'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143340,,,E,ENERGY UNITED,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.3793914,-79.9476053,Madison,MADISON OFFICE; At Energy United in the parking lot to the side of the main entrance. ,,NC,4626 NC-704,27025,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1828781'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143347,,,E,TOBACCOROADHD,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.764973,-78.64961,Raleigh,DCFAST HOG,,NC,1126 S Saunders St,27603,US,['J1772COMBO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,,"$0.3 per kWh, minimum payment of $1",,"{'posts': ['1:1827801'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143362,,,E,WHOLE FOODS MKT,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.833866,-78.8821192,Cary,CARY 2,,NC,5000 NC-55,27519,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1825271'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143533,,,E,NOVEL MONTFORD,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.1668,-80.849396,Charlotte,EV CHARGER 01; Crescent Communities Novel Montford Park. Available to Residents and Guests of the property.,,NC,4701 Park Rd,28209,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$1.5 per kWh,,"{'posts': ['1:1780361'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143579,,,E,119 SOUTH,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.9006262,-78.8042668,Morrisville,ELVT BRIER CRK.; Left of mail center.,,NC,10810 Globe Rd,27560,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:812961'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143587,,,E,MODERN TOYOTA,888-758-4389,2020-01-27T10:14:46Z,,200-8,36.045711,-80.26304,Winston-Salem,"STATION 1; Beneath Red Solar Canopy
STATION 2; Beneath Red Solar Canopy",,NC,1275 Southpark Blvd,27127,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:799941', '1:800361'], 'ports': ['1']}",
private,Employee Use Only,,,2019-09-09,,ELEC,Private,143810,2015-06-01,P,E,MetLife - Cary,919-907-4377,2020-01-21T18:34:38Z,OFFICE_BLDG,200-9,35.830019,-78.799133,Cary,,,NC,201 MetLife Way,27513,US,['J1772'],,,44.0,Non-Networked,,,,,,
private,Employee Use Only,,,2019-09-09,,ELEC,Private,143811,2019-08-18,P,E,MetLife - Charlotte,919-907-4377,2020-01-21T18:34:38Z,OFFICE_BLDG,200-8,35.055125,-80.835756,Charlotte,,,NC,11225 N Community House Rd,28277,US,['J1772'],,,2.0,Non-Networked,,,,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,143818,,,E,PC MUSUEM,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.39612,-78.98161,Roxboro,STATION 1; Located at Person County Museum of History parking lot. ,,NC,309 N Main St,27573,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1871501'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143821,,,E,WHOLE FOODS MKT,888-758-4389,2020-01-27T10:14:46Z,,GPS,34.214035,-77.9012353,Wilmington,WFM WOL CARCH; At Whole Foods by the front entrance and handicap parking. ,,NC,3804 Oleander Dr,28403,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1856631'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143869,,,E,ENERGY UNITED,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.4570519,-80.8431955,Cornelius,CORNELIUS OFF; At Energy United in their front parking lot. ,,NC,18019 Old Statesville Rd,28031,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1879301'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,143893,,,E,"Walmart 5320 - Greensboro, NC",833-632-2778,2020-01-27T11:03:23Z,,GPS,36.003147,-79.798187,Greensboro,,,NC,121 W. Elmsley Street,27406,US,"['CHADEMO', 'J1772COMBO']",8.0,,,Electrify America,https://www.electrifyamerica.com/,,,,"{'station': ['247'], 'posts': ['100268-01', '100268-02', '100268-03', '100268-04', '100268-05', '100268-06', '100268-07', '100268-08']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,144981,,,E,SD3#1,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.105824,-80.69647,Matthews,LEVINE 1; Near Secondary Stair Entrance to Levine 3 Building,,NC,2820 Campus Ridge Rd,28105,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:782481'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,145085,,,E,BLOWING ROCK,888-758-4389,2020-01-27T10:14:46Z,,200-8,36.141733,-81.66983,Blowing Rock,"BROCKOUTLET1; Tanger Outlets Blowing Rock
BROCKOUTLET2; Located on side of building",,NC,278 Shoppes on the Parkway Rd,28605,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1869261', '1:1869291'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,145218,,,E,WF EV STATIONS,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.9763855,-78.5081784,Wake Forest,TOWN HALL EV2; Turn left off of brooks street into rear parking lot of town hall building. Chargers are located directly behind public utilities building.,,NC,301 Brooks St,27587,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1910581'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,145219,,,E,WF EV STATIONS,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.97614,-78.5087763,Wake Forest,TOWN HALL EV1; Turn left off of brooks street into rear parking lot of town hall building. Chargers are located directly behind public utilities building.,,NC,317 Brooks St,27587,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1910571'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,145223,,,E,720 GARAGE,888-758-4389,2020-01-27T10:14:46Z,,200-9,35.224454,-80.850048,Charlotte,"STATION 03
STATION 04",,NC,621 S Poplar St,28202,US,['J1772'],,,3.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1849391', '1:1849441'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,145224,,,E,720 GARAGE,888-758-4389,2020-01-27T10:14:46Z,,200-9,35.223733,-80.850942,Charlotte,"STATION 01
STATION 02",,NC,720 S Church St,28202,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1849421', '1:1849431'], 'ports': ['1', '2']}",
public,24 hours daily; Key card required,KEY_ALWAYS,M V,2019-10-04,,ELEC,Public - Card key at all times,145473,2014-03-01,P,E,Mills Rentals,919-967-0045,2020-01-21T18:34:38Z,OFFICE_BLDG,200-9,35.909422,-79.071185,Carrboro,,,NC,201 Carr St,27510,US,['J1772'],,,6.0,Non-Networked,,,$1.50 per hour,,,
public,Service Center use only,,,2019-10-04,,ELEC,Public,145491,2013-04-01,P,E,Mooresville Ford,704-664-1300,2020-01-21T18:34:38Z,CAR_DEALER,200-9,35.589615,-80.834215,Mooresville,,,NC,151 E Plaza Dr,28115,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,146880,,,E,WFM - SOUTH,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.5824808,-82.5235622,Asheville,EAST ASHEVILLE,,NC,14 S Tunnel Rd,28805,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1954041'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,146881,,,E,COC,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.330548,-80.9387105,Charlotte,"CORNING OPT 1; Located at side of building
CORNING OPT 2; Side of building
CORNING OPT 3; Side of Building
CORNING OPT 4; Side of building",,NC,4200 Corning Pl,28216,US,['J1772'],,,8.0,ChargePoint Network,http://www.chargepoint.com/,,$0.1 per kWh,,"{'posts': ['1:1952141', '1:1952151', '1:1952181', '1:1952191'], 'ports': ['1', '2']}",
private,Employee and guest use only,,,2019-11-08,,ELEC,Private,146978,2019-02-01,P,E,SAS Institute Inc - A,,2020-01-21T18:34:38Z,OFFICE_BLDG,200-9,35.81617,-78.747624,Cary,Building A,,NC,920 SAS Campus Dr,27513,US,['J1772'],,,17.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,147113,,,E,CHARGER123,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.09647,-77.109276,New Bern,STATION 1,,NC,3774 Doctor M.L.K. Jr Blvd,28562,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1968461'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,147303,,,E,TOWN OF CARY,888-758-4389,2020-01-27T10:14:46Z,,200-9,35.783204,-78.779344,Cary,"P3_DTCARYDECKE; Cary Downtown Deck library level
P4_DTCARDECKE;  Cary Downtown deck 
P5_DTCARYDECKE;  Carrie downtown deck ",,NC,113 Walnut St,27511,US,['J1772'],,,6.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1905651', '1:1905681', '1:1958191'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,147304,,,E,TOWN OF CARY,888-758-4389,2020-01-27T10:14:46Z,,200-9,35.7854,-78.7795,Cary,"P2_DTCARYDECKE1; Downtown Cary deck
P3_DTCARYDECKW; Downtown Cary Deck by library entrance
P6_DTCARYDECKE;  Carrie downtown deck ",,NC,119 E Park St,27511,US,['J1772'],,,6.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1905691', '1:1958171', '1:1958181'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,147305,,,E,TOWN OF CARY,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.785387,-78.7797012,Cary,P2_DTCARYDEKCE2; P2 downtown Cary deck,,NC,117 E Park St,27511,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1905641'], 'ports': ['1', '2']}",
public,24 hours daily; pay garage,,,2019-11-08,,ELEC,Public,147315,2019-09-01,LG,E,City of Raleigh - Moore Square Deck,919-996-3030,2020-01-21T18:34:38Z,PAY_GARAGE,200-9,35.777463,-78.637505,Raleigh,P5 Level of Parking Deck,,NC,233 S Wilmington St,27601,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,147405,,,E,DC FAST CHARGER,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.9348435,-81.5313956,Lenoir,DC FAST CHARGER; Charger may be disabled from 2-7 PM during periods of peak electric demands during the summer.,,NC,100 Cooperative Way,28645,US,"['CHADEMO', 'J1772COMBO']",2.0,,,ChargePoint Network,http://www.chargepoint.com/,,$5 per hour,,"{'posts': ['1:164533'], 'ports': ['1']}",
private,,,,2019-11-08,,ELEC,Private,147449,2019-11-01,P,E,PowerSecure,,2020-01-21T18:34:38Z,OFFICE_BLDG,200-9,35.951814,-78.515486,Wake Forest,,,NC,1609 Heritage Commerce Court,27587,US,['J1772'],,,2.0,Non-Networked,,,,,,
private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-01-27,,ELEC,Private,147454,,,E,Skyland Exchange,888-998-2546,2020-01-27T09:08:07Z,,GPS,35.52993,-82.609809,Asheville,"One charger located on the East Side 
and the other is located on the West 
Side. Tenants Only!
",,NC,12 Sky Exchange Drive,28803,US,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,"{'station': ['476537'], 'posts': ['476531', '476532']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,147472,,,E,ACCESSO SERVICE,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.9120702,-78.9035743,Durham,EVARC 252,,NC,2605 Meridian Pkwy,27713,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1869461'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,147473,,,E,ACCESSO SERVICE,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.913395,-78.90265,Durham,EVARC 253,,NC,2600 Meridian Pkwy,27713,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1859451'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,147474,,,E,ACCESSO SERVICE,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.9103096,-78.8982906,Durham,EVARC 251; -,,NC,2525 Meridian Pkwy,27713,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:1856871'], 'ports': ['1', '2']}",
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-01-27,,ELEC,Public,147491,,,E,McDonald's Store #27548,888-998-2546,2020-01-27T09:08:07Z,,GPS,35.704118,-78.795636,Cary,,,NC,3494 Kildaire Farm Road,27518,US,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,"{'station': ['477159'], 'posts': ['452963']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,147587,,,E,CAPE HATTERAS,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.3469903,-75.5035586,Avon,AVON DC FAST; At the Avon Pier/Pangea Tavern parking lot. ,,NC,41001 NC-12,27915,US,"['CHADEMO', 'J1772COMBO']",2.0,,,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.27 per kWh",,"{'posts': ['1:1986251'], 'ports': ['1']}",
public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2020-01-27,,ELEC,Public,148510,,,E,Klingspor Abrasives,800-663-5633,2020-01-27T10:11:28Z,,GPS,35.725097,-81.282414,Hickory,,,NC,2555 Tate Blvd SE,28602,US,['J1772'],,,2.0,SemaCharge Network,http://www.semacharge.com/,,FREE,,"{'station': ['679'], 'posts': ['981', '984']}",
public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2020-01-27,,ELEC,Public,148553,,,E,Bob Barker Company,800-663-5633,2020-01-27T10:11:28Z,,GPS,35.586162,-78.79956,Fuquay Varina,,,NC,134 North Main Street,27526,US,['J1772'],,,2.0,SemaCharge Network,http://www.semacharge.com/,,FREE,,"{'station': ['1016'], 'posts': ['2307', '2308']}",
public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,2020-01-27,,ELEC,Public,148554,,,E,Purfoy Charger 1,800-663-5633,2020-01-27T10:11:28Z,,GPS,35.581498,-78.770625,Fuquay Varina,,,NC,7925 Purfoy Rd,27526,US,['J1772'],,,1.0,SemaCharge Network,http://www.semacharge.com/,,FREE,,"{'station': ['1021'], 'posts': ['2309']}",
public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,2020-01-27,,ELEC,Public,148596,,,E,Barrier Island Station,800-663-5633,2020-01-27T10:11:28Z,,GPS,36.1749154,-75.7556629,Duck,"Located in front of Building 200 ocean side.
Available to all BIS owners and guests with priority given to Building 200 owners and guests, naturally.",,NC,"1245 Duck Road
Bldg 200",27949,US,['J1772'],,,2.0,SemaCharge Network,http://www.semacharge.com/,,$1.50/Hr Parking Fee,,"{'station': ['3645'], 'posts': ['10027', '10029']}",
public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2020-01-27,,ELEC,Public,148761,,,E,Homewood Suites Wilmington Mayfaire,800-663-5633,2020-01-27T10:11:28Z,,GPS,34.2380943,-77.832522,Wilmington,,,NC,6732 Swan Mill Road,28405,US,['J1772'],,,1.0,SemaCharge Network,http://www.semacharge.com/,,FREE,,"{'station': ['3521'], 'posts': ['2228']}",
public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2020-01-27,,ELEC,Public,148762,,,E,Veterans Park Apartments,800-663-5633,2020-01-27T10:11:28Z,,GPS,34.0961969,-77.9188768,Wilmington,,,NC,"161 Halyburton Memorial Parkway
Building 157",28412,US,['J1772'],,,2.0,SemaCharge Network,http://www.semacharge.com/,,FREE,,"{'station': ['3370'], 'posts': ['9041', '9042']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,149225,,,E,CEMC JORDAN DAM,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.6232018,-79.0884711,Moncure,DCFC STATION 1; At Jordan Dam Mini Mart at the back right corner of parking lot,,NC,8038 Moncure Pittsboro Rd,27559,US,"['CHADEMO', 'J1772COMBO']",2.0,,,ChargePoint Network,http://www.chargepoint.com/,,$0.27 per kWh,,"{'posts': ['1:1988361'], 'ports': ['1']}",
public,24 hours daily; for Tesla use only,,,2019-12-12,,ELEC,Public,149314,2019-09-30,P,E,Sheetz - Tesla Supercharger,877-798-3752,2020-01-21T18:34:38Z,,200-9,36.330328,-78.447284,Henderson,,,NC,619 Ruin Creek Road,27536,US,['TESLA'],8.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,{'station': ['8477']},
public,24 hours daily; for Tesla use only,,,2019-12-12,,ELEC,Public,149319,2019-09-30,P,E,Kill Devil Hills - Tesla Supercharger,877-798-3752,2020-01-21T18:34:38Z,,200-9,35.992912,-75.650993,Kill Devil Hills,,,NC,2012 S Croatan Hwy,27948,US,['TESLA'],8.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,{'station': ['6457']},
public,24 hours daily; for Tesla use only,,,2019-12-12,,ELEC,Public,149335,2019-09-30,P,E,Sheetz - Tesla Supercharger,877-798-3752,2020-01-21T18:34:38Z,,200-9,36.459244,-80.636779,Mt Airy,,,NC,2905 Rockford Street,27030,US,['TESLA'],8.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,{'station': ['8476']},
public,Dealership business hours; contact 919-734-2411 for more information,CALL,,2020-01-13,,ELEC,Public - Call ahead,149475,2019-05-01,P,E,Deacon Jones Nissan,,2020-01-21T18:34:38Z,CAR_DEALER,GPS,35.368612,-77.929719,Goldsboro,,,NC,3305 McLain St,27534,US,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,,,,
private,Service center use only,,,2020-01-13,,ELEC,Private,149489,2019-05-01,P,E,Deacon Jones Nissan,,2020-01-21T18:34:38Z,CAR_DEALER,GPS,35.368612,-77.929719,Goldsboro,,,NC,3305 McLain St,27534,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,149524,,,E,MAIN STREET,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.1485057,-81.1519602,Wilkesboro,STATION 2,,NC,100 W Main St,28697,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:208735'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,149525,,,E,MAIN STREET,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.148705,-81.1514123,Wilkesboro,STATION 1,,NC,100 E Main St,28697,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:208113'], 'ports': ['1', '2']}",
